Departamento,Mes,Anio,Weekday,Hora,Zona,Dia_Mes,Tipo_Accidente,Tipo_Vehiculo,Color_Vehiculo,Modelo_Vehiculo,Edad,Sexo,Condicion_Conductor,accidentes_totales,hoja_origen,vehiculos_involucrados_accidentes,victimas_totales,lesionados_totales,fallecidos_totales,tasa_victimas_involucradas,tasa_lesionados,tasa_fallecidos
Quetzaltenango,Octubre,,,,,,,,,,,,,17.0,cuadro 2,,,,,,,
Suchitepéquez,Octubre,,,,,,,,,,,,,21.0,cuadro 2,,,,,,,
Retalhuleu,Octubre,,,,,,,,,,,,,15.0,cuadro 2,,,,,,,
San Marcos,Octubre,,,,,,,,,,,,,12.0,cuadro 2,,,,,,,
Huehuetenango,Octubre,,,,,,,,,,,,,10.0,cuadro 2,,,,,,,
Quiché,Octubre,,,,,,,,,,,,,11.0,cuadro 2,,,,,,,
Baja Verapaz,Octubre,,,,,,,,,,,,,10.0,cuadro 2,,,,,,,
Alta Verapaz,Octubre,,,,,,,,,,,,,33.0,cuadro 2,,,,,,,
Petén,Octubre,,,,,,,,,,,,,33.0,cuadro 2,,,,,,,
Izabal,Octubre,,,,,,,,,,,,,28.0,cuadro 2,,,,,,,
Zacapa,Octubre,,,,,,,,,,,,,11.0,cuadro 2,,,,,,,
Chiquimula,Octubre,,,,,,,,,,,,,13.0,cuadro 2,,,,,,,
Jalapa,Octubre,,,,,,,,,,,,,12.0,cuadro 2,,,,,,,
Jutiapa,Octubre,,,,,,,,,,,,,17.0,cuadro 2,,,,,,,
Guatemala,Noviembre,,,,,,,,,,,,,334.0,cuadro 2,,,,,,,
El Progreso,Noviembre,,,,,,,,,,,,,21.0,cuadro 2,,,,,,,
Sacatepéquez,Noviembre,,,,,,,,,,,,,27.0,cuadro 2,,,,,,,
Chimaltenango,Noviembre,,,,,,,,,,,,,28.0,cuadro 2,,,,,,,
Escuintla,Noviembre,,,,,,,,,,,,,95.0,cuadro 2,,,,,,,
Santa Rosa,Noviembre,,,,,,,,,,,,,17.0,cuadro 2,,,,,,,
Sololá,Noviembre,,,,,,,,,,,,,4.0,cuadro 2,,,,,,,
Totonicapán,Noviembre,,,,,,,,,,,,,7.0,cuadro 2,,,,,,,
Quetzaltenango,Noviembre,,,,,,,,,,,,,24.0,cuadro 2,,,,,,,
Suchitepéquez,Noviembre,,,,,,,,,,,,,19.0,cuadro 2,,,,,,,
Retalhuleu,Noviembre,,,,,,,,,,,,,13.0,cuadro 2,,,,,,,
San Marcos,Noviembre,,,,,,,,,,,,,8.0,cuadro 2,,,,,,,
Huehuetenango,Noviembre,,,,,,,,,,,,,6.0,cuadro 2,,,,,,,
Quiché,Noviembre,,,,,,,,,,,,,13.0,cuadro 2,,,,,,,
Baja Verapaz,Noviembre,,,,,,,,,,,,,25.0,cuadro 2,,,,,,,
Alta Verapaz,Noviembre,,,,,,,,,,,,,25.0,cuadro 2,,,,,,,
Petén,Noviembre,,,,,,,,,,,,,21.0,cuadro 2,,,,,,,
Izabal,Noviembre,,,,,,,,,,,,,17.0,cuadro 2,,,,,,,
Zacapa,Noviembre,,,,,,,,,,,,,12.0,cuadro 2,,,,,,,
Chiquimula,Noviembre,,,,,,,,,,,,,14.0,cuadro 2,,,,,,,
Jalapa,Noviembre,,,,,,,,,,,,,11.0,cuadro 2,,,,,,,
Jutiapa,Noviembre,,,,,,,,,,,,,27.0,cuadro 2,,,,,,,
Guatemala,,,,,,,,,,,,,,3408.0,cuadro 3,,,,,,,
El Progreso,,,,,,,,,,,,,,182.0,cuadro 3,,,,,,,
Sacatepéquez,,,,,,,,,,,,,,366.0,cuadro 3,,,,,,,
Chimaltenango,,,,,,,,,,,,,,299.0,cuadro 3,,,,,,,
Escuintla,,,,,,,,,,,,,,1123.0,cuadro 3,,,,,,,
Santa Rosa,,,,,,,,,,,,,,233.0,cuadro 3,,,,,,,
Sololá,,,,,,,,,,,,,,73.0,cuadro 3,,,,,,,
Totonicapán,,,,,,,,,,,,,,49.0,cuadro 3,,,,,,,
Quetzaltenango,,,,,,,,,,,,,,218.0,cuadro 3,,,,,,,
Suchitepéquez,,,,,,,,,,,,,,194.0,cuadro 3,,,,,,,
Retalhuleu,,,,,,,,,,,,,,176.0,cuadro 3,,,,,,,
San Marcos,,,,,,,,,,,,,,144.0,cuadro 3,,,,,,,
Huehuetenango,,,,,,,,,,,,,,128.0,cuadro 3,,,,,,,
Quiché,,,,,,,,,,,,,,153.0,cuadro 3,,,,,,,
Baja Verapaz,,,,,,,,,,,,,,172.0,cuadro 3,,,,,,,
Alta Verapaz,,,,,,,,,,,,,,364.0,cuadro 3,,,,,,,
Petén,,,,,,,,,,,,,,268.0,cuadro 3,,,,,,,
Izabal,,,,,,,,,,,,,,271.0,cuadro 3,,,,,,,
Zacapa,,,,,,,,,,,,,,120.0,cuadro 3,,,,,,,
Chiquimula,,,,,,,,,,,,,,124.0,cuadro 3,,,,,,,
Jalapa,,,,,,,,,,,,,,108.0,cuadro 3,,,,,,,
Jutiapa,,,,,,,,,,,,,,228.0,cuadro 3,,,,,,,
Guatemala,,,Lunes,,,,,,,,,,,447.0,cuadro 3,,,,,,,
El Progreso,,,Lunes,,,,,,,,,,,21.0,cuadro 3,,,,,,,
Sacatepéquez,,,Lunes,,,,,,,,,,,45.0,cuadro 3,,,,,,,
Chimaltenango,,,Lunes,,,,,,,,,,,37.0,cuadro 3,,,,,,,
Escuintla,,,Lunes,,,,,,,,,,,163.0,cuadro 3,,,,,,,
Santa Rosa,,,Lunes,,,,,,,,,,,37.0,cuadro 3,,,,,,,
Sololá,,,Lunes,,,,,,,,,,,13.0,cuadro 3,,,,,,,
Totonicapán,,,Lunes,,,,,,,,,,,3.0,cuadro 3,,,,,,,
Quetzaltenango,,,Lunes,,,,,,,,,,,34.0,cuadro 3,,,,,,,
Suchitepéquez,,,Lunes,,,,,,,,,,,24.0,cuadro 3,,,,,,,
Retalhuleu,,,Lunes,,,,,,,,,,,32.0,cuadro 3,,,,,,,
San Marcos,,,Lunes,,,,,,,,,,,22.0,cuadro 3,,,,,,,
Huehuetenango,,,Lunes,,,,,,,,,,,17.0,cuadro 3,,,,,,,
Quiché,,,Lunes,,,,,,,,,,,29.0,cuadro 3,,,,,,,
Baja Verapaz,,,Lunes,,,,,,,,,,,21.0,cuadro 3,,,,,,,
Alta Verapaz,,,Lunes,,,,,,,,,,,47.0,cuadro 3,,,,,,,
Petén,,,Lunes,,,,,,,,,,,33.0,cuadro 3,,,,,,,
Izabal,,,Lunes,,,,,,,,,,,41.0,cuadro 3,,,,,,,
Zacapa,,,Lunes,,,,,,,,,,,15.0,cuadro 3,,,,,,,
Chiquimula,,,Lunes,,,,,,,,,,,16.0,cuadro 3,,,,,,,
Jalapa,,,Lunes,,,,,,,,,,,11.0,cuadro 3,,,,,,,
Jutiapa,,,Lunes,,,,,,,,,,,33.0,cuadro 3,,,,,,,
Guatemala,,,Martes,,,,,,,,,,,382.0,cuadro 3,,,,,,,
El Progreso,,,Martes,,,,,,,,,,,22.0,cuadro 3,,,,,,,
Sacatepéquez,,,Martes,,,,,,,,,,,46.0,cuadro 3,,,,,,,
Chimaltenango,,,Martes,,,,,,,,,,,33.0,cuadro 3,,,,,,,
Escuintla,,,Martes,,,,,,,,,,,133.0,cuadro 3,,,,,,,
Santa Rosa,,,Martes,,,,,,,,,,,32.0,cuadro 3,,,,,,,
Sololá,,,Martes,,,,,,,,,,,9.0,cuadro 3,,,,,,,
Totonicapán,,,Martes,,,,,,,,,,,11.0,cuadro 3,,,,,,,
Quetzaltenango,,,Martes,,,,,,,,,,,26.0,cuadro 3,,,,,,,
Suchitepéquez,,,Martes,,,,,,,,,,,12.0,cuadro 3,,,,,,,
Retalhuleu,,,Martes,,,,,,,,,,,22.0,cuadro 3,,,,,,,
San Marcos,,,Martes,,,,,,,,,,,15.0,cuadro 3,,,,,,,
Huehuetenango,,,Martes,,,,,,,,,,,23.0,cuadro 3,,,,,,,
Quiché,,,Martes,,,,,,,,,,,25.0,cuadro 3,,,,,,,
Baja Verapaz,,,Martes,,,,,,,,,,,16.0,cuadro 3,,,,,,,
Alta Verapaz,,,Martes,,,,,,,,,,,46.0,cuadro 3,,,,,,,
Petén,,,Martes,,,,,,,,,,,23.0,cuadro 3,,,,,,,
Izabal,,,Martes,,,,,,,,,,,29.0,cuadro 3,,,,,,,
Zacapa,,,Martes,,,,,,,,,,,15.0,cuadro 3,,,,,,,
Chiquimula,,,Martes,,,,,,,,,,,12.0,cuadro 3,,,,,,,
Jalapa,,,Martes,,,,,,,,,,,10.0,cuadro 3,,,,,,,
Jutiapa,,,Martes,,,,,,,,,,,28.0,cuadro 3,,,,,,,
Guatemala,,,Miércoles,,,,,,,,,,,363.0,cuadro 3,,,,,,,
El Progreso,,,Miércoles,,,,,,,,,,,19.0,cuadro 3,,,,,,,
Sacatepéquez,,,Miércoles,,,,,,,,,,,43.0,cuadro 3,,,,,,,
Chimaltenango,,,Miércoles,,,,,,,,,,,40.0,cuadro 3,,,,,,,
Escuintla,,,Miércoles,,,,,,,,,,,112.0,cuadro 3,,,,,,,
Santa Rosa,,,Miércoles,,,,,,,,,,,14.0,cuadro 3,,,,,,,
Sololá,,,Miércoles,,,,,,,,,,,5.0,cuadro 3,,,,,,,
Totonicapán,,,Miércoles,,,,,,,,,,,6.0,cuadro 3,,,,,,,
Quetzaltenango,,,Miércoles,,,,,,,,,,,24.0,cuadro 3,,,,,,,
Suchitepéquez,,,Miércoles,,,,,,,,,,,24.0,cuadro 3,,,,,,,
Retalhuleu,,,Miércoles,,,,,,,,,,,18.0,cuadro 3,,,,,,,
San Marcos,,,Miércoles,,,,,,,,,,,18.0,cuadro 3,,,,,,,
Huehuetenango,,,Miércoles,,,,,,,,,,,11.0,cuadro 3,,,,,,,
Quiché,,,Miércoles,,,,,,,,,,,19.0,cuadro 3,,,,,,,
Baja Verapaz,,,Miércoles,,,,,,,,,,,24.0,cuadro 3,,,,,,,
Alta Verapaz,,,Miércoles,,,,,,,,,,,51.0,cuadro 3,,,,,,,
Petén,,,Miércoles,,,,,,,,,,,31.0,cuadro 3,,,,,,,
Izabal,,,Miércoles,,,,,,,,,,,20.0,cuadro 3,,,,,,,
Zacapa,,,Miércoles,,,,,,,,,,,12.0,cuadro 3,,,,,,,
Chiquimula,,,Miércoles,,,,,,,,,,,12.0,cuadro 3,,,,,,,
Jalapa,,,Miércoles,,,,,,,,,,,16.0,cuadro 3,,,,,,,
Jutiapa,,,Miércoles,,,,,,,,,,,28.0,cuadro 3,,,,,,,
Guatemala,,,Jueves,,,,,,,,,,,409.0,cuadro 3,,,,,,,
El Progreso,,,Jueves,,,,,,,,,,,25.0,cuadro 3,,,,,,,
Sacatepéquez,,,Jueves,,,,,,,,,,,46.0,cuadro 3,,,,,,,
Chimaltenango,,,Jueves,,,,,,,,,,,30.0,cuadro 3,,,,,,,
Escuintla,,,Jueves,,,,,,,,,,,135.0,cuadro 3,,,,,,,
Santa Rosa,,,Jueves,,,,,,,,,,,29.0,cuadro 3,,,,,,,
Sololá,,,Jueves,,,,,,,,,,,11.0,cuadro 3,,,,,,,
Totonicapán,,,Jueves,,,,,,,,,,,7.0,cuadro 3,,,,,,,
Quetzaltenango,,,Jueves,,,,,,,,,,,30.0,cuadro 3,,,,,,,
Suchitepéquez,,,Jueves,,,,,,,,,,,32.0,cuadro 3,,,,,,,
Retalhuleu,,,Jueves,,,,,,,,,,,14.0,cuadro 3,,,,,,,
San Marcos,,,Jueves,,,,,,,,,,,12.0,cuadro 3,,,,,,,
Huehuetenango,,,Jueves,,,,,,,,,,,10.0,cuadro 3,,,,,,,
Quiché,,,Jueves,,,,,,,,,,,18.0,cuadro 3,,,,,,,
Baja Verapaz,,,Jueves,,,,,,,,,,,17.0,cuadro 3,,,,,,,
Alta Verapaz,,,Jueves,,,,,,,,,,,31.0,cuadro 3,,,,,,,
Petén,,,Jueves,,,,,,,,,,,29.0,cuadro 3,,,,,,,
Izabal,,,Jueves,,,,,,,,,,,30.0,cuadro 3,,,,,,,
Zacapa,,,Jueves,,,,,,,,,,,9.0,cuadro 3,,,,,,,
Chiquimula,,,Jueves,,,,,,,,,,,17.0,cuadro 3,,,,,,,
Jalapa,,,Jueves,,,,,,,,,,,13.0,cuadro 3,,,,,,,
Jutiapa,,,Jueves,,,,,,,,,,,27.0,cuadro 3,,,,,,,
Guatemala,,,Viernes,,,,,,,,,,,516.0,cuadro 3,,,,,,,
El Progreso,,,Viernes,,,,,,,,,,,19.0,cuadro 3,,,,,,,
Sacatepéquez,,,Viernes,,,,,,,,,,,40.0,cuadro 3,,,,,,,
Chimaltenango,,,Viernes,,,,,,,,,,,36.0,cuadro 3,,,,,,,
Escuintla,,,Viernes,,,,,,,,,,,151.0,cuadro 3,,,,,,,
Santa Rosa,,,Viernes,,,,,,,,,,,34.0,cuadro 3,,,,,,,
Sololá,,,Viernes,,,,,,,,,,,7.0,cuadro 3,,,,,,,
Totonicapán,,,Viernes,,,,,,,,,,,8.0,cuadro 3,,,,,,,
Quetzaltenango,,,Viernes,,,,,,,,,,,39.0,cuadro 3,,,,,,,
Suchitepéquez,,,Viernes,,,,,,,,,,,30.0,cuadro 3,,,,,,,
Retalhuleu,,,Viernes,,,,,,,,,,,25.0,cuadro 3,,,,,,,
San Marcos,,,Viernes,,,,,,,,,,,24.0,cuadro 3,,,,,,,
Huehuetenango,,,Viernes,,,,,,,,,,,12.0,cuadro 3,,,,,,,
Quiché,,,Viernes,,,,,,,,,,,21.0,cuadro 3,,,,,,,
Baja Verapaz,,,Viernes,,,,,,,,,,,32.0,cuadro 3,,,,,,,
Alta Verapaz,,,Viernes,,,,,,,,,,,61.0,cuadro 3,,,,,,,
Petén,,,Viernes,,,,,,,,,,,23.0,cuadro 3,,,,,,,
Izabal,,,Viernes,,,,,,,,,,,35.0,cuadro 3,,,,,,,
Zacapa,,,Viernes,,,,,,,,,,,20.0,cuadro 3,,,,,,,
Chiquimula,,,Viernes,,,,,,,,,,,11.0,cuadro 3,,,,,,,
Jalapa,,,Viernes,,,,,,,,,,,11.0,cuadro 3,,,,,,,
Jutiapa,,,Viernes,,,,,,,,,,,27.0,cuadro 3,,,,,,,
Guatemala,,,Sábado,,,,,,,,,,,679.0,cuadro 3,,,,,,,
El Progreso,,,Sábado,,,,,,,,,,,40.0,cuadro 3,,,,,,,
Sacatepéquez,,,Sábado,,,,,,,,,,,75.0,cuadro 3,,,,,,,
Chimaltenango,,,Sábado,,,,,,,,,,,58.0,cuadro 3,,,,,,,
Escuintla,,,Sábado,,,,,,,,,,,198.0,cuadro 3,,,,,,,
Santa Rosa,,,Sábado,,,,,,,,,,,50.0,cuadro 3,,,,,,,
Sololá,,,Sábado,,,,,,,,,,,10.0,cuadro 3,,,,,,,
Totonicapán,,,Sábado,,,,,,,,,,,8.0,cuadro 3,,,,,,,
Quetzaltenango,,,Sábado,,,,,,,,,,,35.0,cuadro 3,,,,,,,
Suchitepéquez,,,Sábado,,,,,,,,,,,44.0,cuadro 3,,,,,,,
Retalhuleu,,,Sábado,,,,,,,,,,,31.0,cuadro 3,,,,,,,
San Marcos,,,Sábado,,,,,,,,,,,23.0,cuadro 3,,,,,,,
Huehuetenango,,,Sábado,,,,,,,,,,,31.0,cuadro 3,,,,,,,
Quiché,,,Sábado,,,,,,,,,,,23.0,cuadro 3,,,,,,,
Baja Verapaz,,,Sábado,,,,,,,,,,,27.0,cuadro 3,,,,,,,
Alta Verapaz,,,Sábado,,,,,,,,,,,65.0,cuadro 3,,,,,,,
Petén,,,Sábado,,,,,,,,,,,59.0,cuadro 3,,,,,,,
Izabal,,,Sábado,,,,,,,,,,,50.0,cuadro 3,,,,,,,
Zacapa,,,Sábado,,,,,,,,,,,23.0,cuadro 3,,,,,,,
Chiquimula,,,Sábado,,,,,,,,,,,28.0,cuadro 3,,,,,,,
Jalapa,,,Sábado,,,,,,,,,,,19.0,cuadro 3,,,,,,,
Jutiapa,,,Sábado,,,,,,,,,,,39.0,cuadro 3,,,,,,,
,Enero,2020,,,,,,,,,,,,610.0,cuadro 4,,,,,,,
,Febrero,2020,,,,,,,,,,,,670.0,cuadro 4,,,,,,,
,Marzo,2020,,,,,,,,,,,,590.0,cuadro 4,,,,,,,
,Abril,2020,,,,,,,,,,,,329.0,cuadro 4,,,,,,,
,Mayo,2020,,,,,,,,,,,,374.0,cuadro 4,,,,,,,
,Junio,2020,,,,,,,,,,,,372.0,cuadro 4,,,,,,,
,Julio,2020,,,,,,,,,,,,405.0,cuadro 4,,,,,,,
,Agosto,2020,,,,,,,,,,,,571.0,cuadro 4,,,,,,,
,Septiembre,2020,,,,,,,,,,,,495.0,cuadro 4,,,,,,,
,Octubre,2020,,,,,,,,,,,,591.0,cuadro 4,,,,,,,
,Noviembre,2020,,,,,,,,,,,,626.0,cuadro 4,,,,,,,
,Diciembre,2020,,,,,,,,,,,,717.0,cuadro 4,,,,,,,
,Enero,2021,,,,,,,,,,,,695.0,cuadro 4,,,,,,,
,Febrero,2021,,,,,,,,,,,,626.0,cuadro 4,,,,,,,
,Marzo,2021,,,,,,,,,,,,657.0,cuadro 4,,,,,,,
,Abril,2021,,,,,,,,,,,,644.0,cuadro 4,,,,,,,
,Mayo,2021,,,,,,,,,,,,701.0,cuadro 4,,,,,,,
,Junio,2021,,,,,,,,,,,,625.0,cuadro 4,,,,,,,
,Julio,2021,,,,,,,,,,,,614.0,cuadro 4,,,,,,,
,Agosto,2021,,,,,,,,,,,,643.0,cuadro 4,,,,,,,
,Septiembre,2021,,,,,,,,,,,,648.0,cuadro 4,,,,,,,
,Octubre,2021,,,,,,,,,,,,691.0,cuadro 4,,,,,,,
,Noviembre,2021,,,,,,,,,,,,738.0,cuadro 4,,,,,,,
,Diciembre,2021,,,,,,,,,,,,871.0,cuadro 4,,,,,,,
,Enero,2022,,,,,,,,,,,,714.0,cuadro 4,,,,,,,
,Febrero,2022,,,,,,,,,,,,614.0,cuadro 4,,,,,,,
,Marzo,2022,,,,,,,,,,,,727.0,cuadro 4,,,,,,,
,Abril,2022,,,,,,,,,,,,632.0,cuadro 4,,,,,,,
,Mayo,2022,,,,,,,,,,,,671.0,cuadro 4,,,,,,,
,Junio,2022,,,,,,,,,,,,554.0,cuadro 4,,,,,,,
,Julio,2022,,,,,,,,,,,,683.0,cuadro 4,,,,,,,
,Agosto,2022,,,,,,,,,,,,624.0,cuadro 4,,,,,,,
,Septiembre,2022,,,,,,,,,,,,612.0,cuadro 4,,,,,,,
,Octubre,2022,,,,,,,,,,,,628.0,cuadro 4,,,,,,,
,Noviembre,2022,,,,,,,,,,,,719.0,cuadro 4,,,,,,,
,Diciembre,2022,,,,,,,,,,,,746.0,cuadro 4,,,,,,,
,Enero,2023,,,,,,,,,,,,696.0,cuadro 4,,,,,,,
,Febrero,2023,,,,,,,,,,,,683.0,cuadro 4,,,,,,,
,Marzo,2023,,,,,,,,,,,,635.0,cuadro 4,,,,,,,
,Abril,2023,,,,,,,,,,,,938.0,cuadro 4,,,,,,,
,Mayo,2023,,,,,,,,,,,,696.0,cuadro 4,,,,,,,
,Junio,2023,,,,,,,,,,,,647.0,cuadro 4,,,,,,,
,Julio,2023,,,,,,,,,,,,640.0,cuadro 4,,,,,,,
,Agosto,2023,,,,,,,,,,,,605.0,cuadro 4,,,,,,,
,Septiembre,2023,,,,,,,,,,,,615.0,cuadro 4,,,,,,,
,Octubre,2023,,,,,,,,,,,,615.0,cuadro 4,,,,,,,
,Noviembre,2023,,,,,,,,,,,,614.0,cuadro 4,,,,,,,
,Diciembre,2023,,,,,,,,,,,,834.0,cuadro 4,,,,,,,
,Enero,2024,,,,,,,,,,,,626.0,cuadro 4,,,,,,,
,Febrero,2024,,,,,,,,,,,,711.0,cuadro 4,,,,,,,
,Marzo,2024,,,,,,,,,,,,780.0,cuadro 4,,,,,,,
,Abril,2024,,,,,,,,,,,,630.0,cuadro 4,,,,,,,
,Mayo,2024,,,,,,,,,,,,674.0,cuadro 4,,,,,,,
,Junio,2024,,,,,,,,,,,,549.0,cuadro 4,,,,,,,
,Julio,2024,,,,,,,,,,,,703.0,cuadro 4,,,,,,,
,Agosto,2024,,,,,,,,,,,,687.0,cuadro 4,,,,,,,
,Septiembre,2024,,,,,,,,,,,,686.0,cuadro 4,,,,,,,
,Octubre,2024,,,,,,,,,,,,747.0,cuadro 4,,,,,,,
,Noviembre,2024,,,,,,,,,,,,768.0,cuadro 4,,,,,,,
,Diciembre,2024,,,,,,,,,,,,840.0,cuadro 4,,,,,,,
,Enero,,,,,,,,,,,,,626.0,cuadro 5,,,,,,,
,Febrero,,,,,,,,,,,,,711.0,cuadro 5,,,,,,,
,Marzo,,,,,,,,,,,,,780.0,cuadro 5,,,,,,,
,Abril,,,,,,,,,,,,,630.0,cuadro 5,,,,,,,
,Mayo,,,,,,,,,,,,,674.0,cuadro 5,,,,,,,
,Junio,,,,,,,,,,,,,549.0,cuadro 5,,,,,,,
,Julio,,,,,,,,,,,,,703.0,cuadro 5,,,,,,,
,Agosto,,,,,,,,,,,,,687.0,cuadro 5,,,,,,,
,Septiembre,,,,,,,,,,,,,686.0,cuadro 5,,,,,,,
,Octubre,,,,,,,,,,,,,747.0,cuadro 5,,,,,,,
,Noviembre,,,,,,,,,,,,,768.0,cuadro 5,,,,,,,
,Diciembre,,,,,,,,,,,,,840.0,cuadro 5,,,,,,,
,Enero,,Lunes,,,,,,,,,,,107.0,cuadro 5,,,,,,,
,Febrero,,Lunes,,,,,,,,,,,81.0,cuadro 5,,,,,,,
,Marzo,,Lunes,,,,,,,,,,,109.0,cuadro 5,,,,,,,
,Abril,,Lunes,,,,,,,,,,,97.0,cuadro 5,,,,,,,
,Mayo,,Lunes,,,,,,,,,,,94.0,cuadro 5,,,,,,,
,Junio,,Lunes,,,,,,,,,,,57.0,cuadro 5,,,,,,,
,Julio,,Lunes,,,,,,,,,,,105.0,cuadro 5,,,,,,,
,Agosto,,Lunes,,,,,,,,,,,82.0,cuadro 5,,,,,,,
,Septiembre,,Lunes,,,,,,,,,,,93.0,cuadro 5,,,,,,,
,Octubre,,Lunes,,,,,,,,,,,86.0,cuadro 5,,,,,,,
,Noviembre,,Lunes,,,,,,,,,,,95.0,cuadro 5,,,,,,,
,Diciembre,,Lunes,,,,,,,,,,,135.0,cuadro 5,,,,,,,
,Enero,,Martes,,,,,,,,,,,69.0,cuadro 5,,,,,,,
,Febrero,,Martes,,,,,,,,,,,89.0,cuadro 5,,,,,,,
,Marzo,,Martes,,,,,,,,,,,89.0,cuadro 5,,,,,,,
,Abril,,Martes,,,,,,,,,,,87.0,cuadro 5,,,,,,,
,Mayo,,Martes,,,,,,,,,,,58.0,cuadro 5,,,,,,,
,Junio,,Martes,,,,,,,,,,,62.0,cuadro 5,,,,,,,
,Julio,,Martes,,,,,,,,,,,104.0,cuadro 5,,,,,,,
,Agosto,,Martes,,,,,,,,,,,66.0,cuadro 5,,,,,,,
,Septiembre,,Martes,,,,,,,,,,,65.0,cuadro 5,,,,,,,
,Octubre,,Martes,,,,,,,,,,,103.0,cuadro 5,,,,,,,
,Noviembre,,Martes,,,,,,,,,,,73.0,cuadro 5,,,,,,,
,Diciembre,,Martes,,,,,,,,,,,105.0,cuadro 5,,,,,,,
,Enero,,Miércoles,,,,,,,,,,,69.0,cuadro 5,,,,,,,
,Febrero,,Miércoles,,,,,,,,,,,74.0,cuadro 5,,,,,,,
,Marzo,,Miércoles,,,,,,,,,,,74.0,cuadro 5,,,,,,,
,Abril,,Miércoles,,,,,,,,,,,73.0,cuadro 5,,,,,,,
,Mayo,,Miércoles,,,,,,,,,,,92.0,cuadro 5,,,,,,,
,Junio,,Miércoles,,,,,,,,,,,50.0,cuadro 5,,,,,,,
,Julio,,Miércoles,,,,,,,,,,,83.0,cuadro 5,,,,,,,
,Agosto,,Miércoles,,,,,,,,,,,65.0,cuadro 5,,,,,,,
,Septiembre,,Miércoles,,,,,,,,,,,67.0,cuadro 5,,,,,,,
,Octubre,,Miércoles,,,,,,,,,,,90.0,cuadro 5,,,,,,,
,Noviembre,,Miércoles,,,,,,,,,,,87.0,cuadro 5,,,,,,,
,Diciembre,,Miércoles,,,,,,,,,,,86.0,cuadro 5,,,,,,,
,Enero,,Jueves,,,,,,,,,,,80.0,cuadro 5,,,,,,,
,Febrero,,Jueves,,,,,,,,,,,109.0,cuadro 5,,,,,,,
,Marzo,,Jueves,,,,,,,,,,,80.0,cuadro 5,,,,,,,
,Abril,,Jueves,,,,,,,,,,,64.0,cuadro 5,,,,,,,
,Mayo,,Jueves,,,,,,,,,,,74.0,cuadro 5,,,,,,,
,Junio,,Jueves,,,,,,,,,,,70.0,cuadro 5,,,,,,,
,Julio,,Jueves,,,,,,,,,,,76.0,cuadro 5,,,,,,,
,Agosto,,Jueves,,,,,,,,,,,104.0,cuadro 5,,,,,,,
,Septiembre,,Jueves,,,,,,,,,,,64.0,cuadro 5,,,,,,,
,Octubre,,Jueves,,,,,,,,,,,92.0,cuadro 5,,,,,,,
,Noviembre,,Jueves,,,,,,,,,,,77.0,cuadro 5,,,,,,,
,Diciembre,,Jueves,,,,,,,,,,,91.0,cuadro 5,,,,,,,
,Enero,,Viernes,,,,,,,,,,,72.0,cuadro 5,,,,,,,
,Febrero,,Viernes,,,,,,,,,,,92.0,cuadro 5,,,,,,,
,Marzo,,Viernes,,,,,,,,,,,123.0,cuadro 5,,,,,,,
,Abril,,Viernes,,,,,,,,,,,76.0,cuadro 5,,,,,,,
,Mayo,,Viernes,,,,,,,,,,,128.0,cuadro 5,,,,,,,
,Junio,,Viernes,,,,,,,,,,,66.0,cuadro 5,,,,,,,
,Julio,,Viernes,,,,,,,,,,,89.0,cuadro 5,,,,,,,
,Agosto,,Viernes,,,,,,,,,,,105.0,cuadro 5,,,,,,,
,Septiembre,,Viernes,,,,,,,,,,,104.0,cuadro 5,,,,,,,
,Octubre,,Viernes,,,,,,,,,,,101.0,cuadro 5,,,,,,,
,Noviembre,,Viernes,,,,,,,,,,,132.0,cuadro 5,,,,,,,
,Diciembre,,Viernes,,,,,,,,,,,94.0,cuadro 5,,,,,,,
,Enero,,Sábado,,,,,,,,,,,129.0,cuadro 5,,,,,,,
,Febrero,,Sábado,,,,,,,,,,,139.0,cuadro 5,,,,,,,
,Marzo,,Sábado,,,,,,,,,,,146.0,cuadro 5,,,,,,,
,Abril,,Sábado,,,,,,,,,,,115.0,cuadro 5,,,,,,,
,Mayo,,Sábado,,,,,,,,,,,114.0,cuadro 5,,,,,,,
,Junio,,Sábado,,,,,,,,,,,100.0,cuadro 5,,,,,,,
,Julio,,Sábado,,,,,,,,,,,116.0,cuadro 5,,,,,,,
,Agosto,,Sábado,,,,,,,,,,,149.0,cuadro 5,,,,,,,
,Septiembre,,Sábado,,,,,,,,,,,132.0,cuadro 5,,,,,,,
,Octubre,,Sábado,,,,,,,,,,,146.0,cuadro 5,,,,,,,
,Noviembre,,Sábado,,,,,,,,,,,164.0,cuadro 5,,,,,,,
,Diciembre,,Sábado,,,,,,,,,,,165.0,cuadro 5,,,,,,,
,,2020,Lunes,,,,,,,,,,,880.0,cuadro 6,,,,,,,
,,2020,Martes,,,,,,,,,,,796.0,cuadro 6,,,,,,,
,,2020,Miércoles,,,,,,,,,,,783.0,cuadro 6,,,,,,,
,,2020,Jueves,,,,,,,,,,,783.0,cuadro 6,,,,,,,
,,2020,Viernes,,,,,,,,,,,873.0,cuadro 6,,,,,,,
,,2020,Sábado,,,,,,,,,,,1180.0,cuadro 6,,,,,,,
,,2020,Domingo,,,,,,,,,,,1055.0,cuadro 6,,,,,,,
,,2021,Lunes,,,,,,,,,,,1064.0,cuadro 6,,,,,,,
